,Churn,Tenure,CityTier,WarehouseToHome,HourSpendOnApp,NumberOfDeviceRegistered,SatisfactionScore,NumberOfAddress,Complain,OrderAmountHikeFromlastYear,CouponUsed,OrderCount,DaySinceLastOrder,CashbackAmount,PreferredLoginDevice_Computer,PreferredLoginDevice_Mobile Phone,PreferredPaymentMode_Cash on Delivery,PreferredPaymentMode_Credit Card,PreferredPaymentMode_Debit Card,PreferredPaymentMode_E wallet,PreferredPaymentMode_UPI,Gender_Female,Gender_Male,PreferedOrderCat_Fashion,PreferedOrderCat_Grocery,PreferedOrderCat_Laptop & Accessory,PreferedOrderCat_Mobile Phone,PreferedOrderCat_Others,MaritalStatus_Divorced,MaritalStatus_Married,MaritalStatus_Single
1905,0,7.0,1,14.0,2.0,3,5,4,0,14.0,1.0,1.0,0.0,151.21,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
1908,0,0.0,3,32.0,2.0,3,1,2,0,23.0,0.0,1.0,4.0,161.8,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
1909,0,18.0,3,8.0,2.0,5,3,1,0,13.0,1.0,3.0,1.0,166.32,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1
1910,0,0.0,1,16.0,3.0,1,3,2,0,18.0,0.0,1.0,2.0,135.05,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
1911,1,10.0,3,33.0,3.0,1,3,5,1,12.0,0.0,1.0,3.0,163.97,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
1912,0,7.0,3,8.0,2.0,3,1,2,0,22.0,0.0,1.0,4.0,162.74,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1
1914,0,9.0,3,14.0,3.0,4,5,2,0,15.0,0.0,1.0,9.0,175.87,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1
1915,0,25.0,1,25.0,2.0,3,1,1,0,18.0,1.0,1.0,2.0,142.58,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
1916,0,0.0,1,6.0,3.0,5,1,4,0,14.0,2.0,2.0,0.0,143.64,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
1917,0,2.0,1,33.0,3.0,3,3,5,0,12.0,0.0,1.0,1.0,143.35,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
1918,1,0.0,3,14.0,2.0,4,5,7,0,17.0,0.0,1.0,2.0,153.26,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1
1919,0,7.0,1,6.0,3.0,1,1,3,0,16.0,1.0,1.0,3.0,132.8,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
1920,0,27.0,1,25.0,3.0,3,5,10,1,11.0,0.0,1.0,4.0,154.85,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
1921,0,0.0,3,14.0,2.0,3,1,1,0,19.0,1.0,1.0,1.0,143.42,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
1923,0,11.0,1,8.0,3.0,1,5,7,1,12.0,0.0,4.0,12.0,159.8,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
1924,0,7.0,1,8.0,2.0,4,5,2,0,11.0,1.0,1.0,3.0,143.81,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
1926,0,3.0,1,6.0,2.0,5,3,4,0,21.0,1.0,1.0,2.0,138.33,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
1927,0,13.0,1,8.0,2.0,1,4,2,0,24.0,0.0,3.0,7.0,142.44,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
1928,0,7.0,3,14.0,3.0,3,5,6,0,17.0,1.0,1.0,2.0,165.0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
1936,1,0.0,3,22.0,3.0,3,5,6,0,15.0,1.0,1.0,2.0,153.24,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1
1938,0,9.0,1,6.0,2.0,3,4,1,0,15.0,1.0,1.0,5.0,152.28,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0
1942,0,15.0,1,6.0,2.0,4,1,10,1,13.0,0.0,1.0,2.0,160.62,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
1943,1,0.0,1,8.0,2.0,3,3,7,0,17.0,2.0,2.0,1.0,143.82,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
1945,0,5.0,1,10.0,3.0,4,3,2,0,12.0,5.0,6.0,8.0,161.62,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
1946,0,13.0,1,22.0,2.0,4,3,7,0,14.0,0.0,1.0,0.0,150.94,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
1947,0,3.0,1,8.0,2.0,4,1,6,1,24.0,1.0,1.0,0.0,168.77,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
1949,0,15.0,1,35.0,3.0,3,4,2,0,13.0,5.0,7.0,8.0,144.34,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
1950,0,11.0,1,18.0,0.0,4,5,3,0,15.0,1.0,1.0,2.0,162.88,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
1952,1,12.0,3,17.0,2.0,3,1,2,0,18.0,0.0,7.0,7.0,176.54,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
1953,1,18.0,3,8.0,2.0,3,1,5,0,16.0,1.0,7.0,3.0,151.6,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
1956,0,8.0,1,13.0,2.0,3,3,4,0,21.0,0.0,1.0,6.0,202.21,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1
1957,0,1.0,3,8.0,2.0,3,4,2,1,20.0,6.0,7.0,5.0,147.79,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
1958,0,7.0,2,9.0,2.0,3,1,1,0,19.0,1.0,1.0,2.0,137.37,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0
1962,0,17.0,1,10.0,2.0,3,4,10,0,12.0,1.0,2.0,3.0,159.33,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
1963,0,0.0,1,8.0,3.0,1,5,8,0,13.0,0.0,1.0,1.0,134.24,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
1964,0,6.0,3,6.0,2.0,1,5,2,0,22.0,0.0,1.0,8.0,140.37,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
1966,0,9.0,3,6.0,2.0,3,1,2,1,14.0,3.0,4.0,11.0,162.01,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
1967,0,5.0,3,19.0,3.0,3,1,3,0,11.0,0.0,1.0,3.0,144.03,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
1968,0,3.0,1,11.0,3.0,4,1,10,0,12.0,0.0,1.0,3.0,137.61,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
1970,0,18.0,3,15.0,3.0,3,5,5,1,12.0,0.0,1.0,2.0,207.61,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0
1971,0,5.0,1,14.0,3.0,1,3,6,0,12.0,1.0,1.0,3.0,151.75,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
1973,0,10.0,3,22.0,3.0,4,3,5,0,19.0,1.0,1.0,0.0,163.34,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
1974,0,1.0,2,14.0,3.0,4,1,2,0,13.0,1.0,1.0,4.0,149.36,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
1975,0,0.0,1,6.0,2.0,4,1,7,0,22.0,2.0,2.0,2.0,147.75,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
1979,0,0.0,3,9.0,3.0,3,5,2,1,18.0,0.0,1.0,3.0,141.94,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
1980,0,8.0,1,15.0,3.0,4,3,2,1,20.0,3.0,5.0,15.0,206.85000000000002,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
1982,0,5.0,1,6.0,3.0,3,1,1,0,12.0,1.0,1.0,2.0,123.13999999999999,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
1983,0,0.0,3,10.0,2.0,4,5,2,0,12.0,1.0,1.0,3.0,142.56,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
1984,0,22.0,1,6.0,2.0,3,5,3,0,16.0,0.0,1.0,2.0,135.8,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0
1985,0,0.0,1,10.0,2.0,4,1,1,0,17.0,0.0,3.0,4.0,131.62,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
1986,0,5.0,3,11.0,2.0,3,4,2,0,14.0,2.0,5.0,3.0,165.24,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
1988,0,15.0,1,9.0,3.0,1,1,3,1,13.0,1.0,1.0,3.0,152.31,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
1992,0,8.0,1,31.0,3.0,4,4,4,0,16.0,2.0,4.0,8.0,209.02999999999997,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0
1995,0,16.0,1,6.0,2.0,3,1,5,0,13.0,1.0,2.0,2.0,155.62,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
1996,0,20.0,3,8.0,2.0,3,1,1,1,22.0,3.0,7.0,7.0,145.37,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
1997,0,10.0,3,25.0,2.0,3,4,2,1,13.0,0.0,1.0,9.0,176.42,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1
1999,0,12.0,2,8.0,2.0,4,1,9,0,11.0,1.0,1.0,4.0,152.04,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
2004,0,1.0,3,11.0,3.0,3,1,2,0,14.0,0.0,1.0,2.0,149.08,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
2006,0,16.0,1,14.0,2.0,3,4,5,0,21.0,1.0,1.0,0.0,147.65,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
2009,0,9.0,1,20.0,3.0,3,1,1,1,17.0,2.0,4.0,11.0,165.86,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
2010,0,20.0,3,8.0,3.0,4,1,2,1,18.0,0.0,1.0,2.0,132.94,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
2011,1,0.0,1,9.0,2.0,3,3,1,1,19.0,1.0,1.0,2.0,141.71,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
2017,0,15.0,3,20.0,3.0,4,3,8,0,17.0,1.0,1.0,3.0,162.44,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
2019,0,30.0,1,11.0,2.0,4,4,3,1,13.0,1.0,1.0,4.0,205.52,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0
2021,0,8.0,1,27.0,2.0,3,1,2,1,25.0,0.0,1.0,7.0,140.14,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
2022,0,22.0,1,14.0,2.0,3,4,5,0,11.0,0.0,1.0,7.0,174.03,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
2024,0,4.0,3,26.0,2.0,3,3,2,0,13.0,1.0,1.0,0.0,169.32,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
2025,0,9.0,1,13.0,3.0,3,1,3,0,18.0,1.0,1.0,1.0,146.78,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
2029,0,13.0,3,16.0,3.0,4,4,3,0,12.0,0.0,1.0,0.0,197.05,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0
2030,0,0.0,3,6.0,2.0,4,5,2,0,12.0,0.0,1.0,7.0,142.94,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
2031,0,14.0,1,12.0,2.0,3,5,3,1,13.0,1.0,2.0,17.0,147.21,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
2035,0,4.0,1,18.0,2.0,3,1,1,1,11.0,6.0,8.0,5.0,158.55,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
2036,0,13.0,1,15.0,2.0,3,4,9,1,14.0,0.0,1.0,0.0,136.17,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
2037,0,5.0,1,9.0,3.0,3,5,2,0,12.0,1.0,6.0,3.0,167.25,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
2038,1,0.0,3,9.0,2.0,4,1,2,1,11.0,3.0,3.0,7.0,203.25,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0
2039,0,6.0,1,6.0,2.0,4,1,1,0,14.0,1.0,1.0,4.0,169.49,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
2040,1,0.0,3,6.0,2.0,4,3,6,0,11.0,5.0,11.0,46.0,206.08999999999997,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0
2041,0,18.0,1,10.0,2.0,3,4,2,0,12.0,1.0,1.0,8.0,144.47,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
2043,0,8.0,3,24.0,2.0,3,3,2,0,16.0,1.0,1.0,0.0,146.01,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
2047,0,3.0,3,14.0,3.0,3,3,6,0,11.0,2.0,7.0,7.0,172.64,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0
2048,0,11.0,3,16.0,2.0,3,1,2,1,13.0,1.0,1.0,3.0,156.66,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1
2049,0,8.0,3,9.0,3.0,3,1,7,0,13.0,0.0,1.0,8.0,178.23,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0
2050,0,12.0,3,8.0,2.0,1,3,1,0,18.0,0.0,1.0,7.0,178.8,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1
2052,0,20.0,1,22.0,3.0,1,3,2,1,19.0,1.0,2.0,7.0,150.67,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
2053,0,9.0,3,14.0,2.0,3,1,5,0,13.0,1.0,1.0,7.0,150.79,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
2057,0,6.0,1,19.0,2.0,3,1,4,0,18.0,1.0,1.0,2.0,134.52,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
2060,0,6.0,1,6.0,2.0,1,4,2,1,13.0,1.0,1.0,2.0,154.88,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0
2063,0,18.0,1,29.0,2.0,3,5,2,1,15.0,1.0,1.0,8.0,136.33,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
2064,0,20.0,3,10.0,2.0,3,1,2,1,17.0,1.0,1.0,7.0,141.63,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
2068,0,19.0,1,13.0,3.0,3,3,7,0,13.0,1.0,1.0,7.0,208.45,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0
2069,0,0.0,1,23.0,2.0,4,3,2,0,15.0,0.0,3.0,2.0,143.77,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
2070,1,0.0,1,20.0,2.0,4,4,2,1,24.0,1.0,1.0,2.0,137.43,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0
2071,0,4.0,1,6.0,3.0,3,5,2,0,12.0,1.0,1.0,3.0,141.48,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
2072,0,0.0,1,11.0,3.0,3,1,2,0,15.0,0.0,1.0,0.0,110.50999999999999,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
2073,0,27.0,1,23.0,2.0,3,3,9,0,11.0,0.0,1.0,8.0,207.39,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0
2074,0,8.0,1,31.0,2.0,3,3,2,1,11.0,0.0,10.0,1.0,203.88,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
2078,0,0.0,1,8.0,2.0,1,1,2,0,12.0,1.0,1.0,3.0,154.72,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
2080,0,21.0,1,12.0,3.0,4,3,3,0,13.0,0.0,2.0,2.0,142.4,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
2082,0,14.0,1,13.0,2.0,3,3,7,0,14.0,2.0,2.0,1.0,150.03,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
2084,0,0.0,1,8.0,2.0,3,1,1,0,18.0,2.0,2.0,2.0,142.27,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
2085,0,8.0,1,16.0,2.0,3,1,2,0,20.0,0.0,1.0,2.0,139.17,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0
2089,1,0.0,1,17.0,3.0,5,4,6,0,15.0,1.0,1.0,0.0,147.77,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
2090,0,28.0,1,24.0,3.0,3,4,4,1,14.0,2.0,6.0,7.0,163.85,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
2092,0,11.0,3,9.0,2.0,3,1,9,1,12.0,1.0,1.0,0.0,168.61,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
2093,1,0.0,3,35.0,3.0,5,5,9,0,18.0,1.0,2.0,2.0,149.69,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
2096,0,23.0,3,6.0,3.0,3,3,1,0,12.0,0.0,1.0,13.0,163.47,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
2098,0,12.0,1,28.0,2.0,3,5,2,1,13.0,1.0,2.0,8.0,208.8,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1
2101,0,5.0,1,35.0,3.0,3,3,10,0,12.0,6.0,7.0,7.0,140.25,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
2102,0,7.0,3,6.0,3.0,1,1,1,0,11.0,0.0,1.0,9.0,197.25,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
2105,0,26.0,3,8.0,2.0,4,4,3,0,12.0,5.0,6.0,12.0,175.25,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
2106,1,0.0,1,21.0,2.0,3,3,8,0,14.0,0.0,1.0,0.0,148.34,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
2109,0,1.0,3,16.0,3.0,3,4,2,0,22.0,0.0,1.0,0.0,110.52000000000001,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
2112,0,10.0,1,9.0,2.0,3,4,4,0,15.0,1.0,1.0,1.0,141.07,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1
2113,0,13.0,3,32.0,3.0,3,5,2,0,14.0,3.0,7.0,5.0,183.96,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
2116,0,27.0,3,8.0,2.0,4,3,7,0,11.0,6.0,7.0,0.0,206.86,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
2118,0,9.0,1,18.0,2.0,4,1,1,0,11.0,5.0,7.0,8.0,188.58,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1
2120,0,16.0,3,31.0,3.0,4,1,6,0,13.0,1.0,1.0,0.0,207.98000000000002,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0
2123,0,19.0,1,14.0,3.0,4,5,9,1,23.0,1.0,1.0,7.0,146.15,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
2125,1,0.0,1,30.0,3.0,4,5,2,0,12.0,1.0,1.0,9.0,187.22,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1
2126,0,0.0,1,6.0,2.0,4,5,2,0,16.0,1.0,1.0,3.0,139.55,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
2127,0,3.0,1,26.0,2.0,3,5,1,0,15.0,0.0,1.0,2.0,199.57,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
2128,0,14.0,1,13.0,2.0,1,3,2,0,13.0,0.0,1.0,8.0,133.76,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0
2129,0,11.0,1,23.0,3.0,4,3,1,0,18.0,1.0,1.0,9.0,188.23,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
2130,0,13.0,1,26.0,3.0,3,1,5,0,20.0,3.0,11.0,1.0,203.22,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0
2131,0,0.0,1,14.0,2.0,5,3,2,0,19.0,1.0,1.0,2.0,146.21,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
2133,0,1.0,1,16.0,2.0,3,3,4,0,13.0,0.0,1.0,7.0,136.6,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1
2134,1,7.0,2,6.0,3.0,4,5,10,0,14.0,2.0,3.0,6.0,204.82,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0
2135,0,6.0,1,11.0,2.0,4,1,5,0,15.0,1.0,1.0,2.0,171.19,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0
2136,1,0.0,3,10.0,2.0,3,5,1,1,22.0,2.0,4.0,7.0,195.82,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1
2137,1,0.0,1,35.0,2.0,4,3,2,0,22.0,2.0,3.0,8.0,145.08,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
2139,0,7.0,1,9.0,2.0,3,1,1,0,17.0,1.0,1.0,4.0,177.56,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
2140,0,10.0,3,16.0,2.0,4,1,3,1,14.0,1.0,1.0,0.0,166.94,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
2141,1,0.0,1,10.0,2.0,3,1,2,1,15.0,4.0,5.0,6.0,136.91,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0
2143,1,0.0,1,31.0,2.0,4,4,5,1,20.0,1.0,2.0,2.0,123.13,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
2146,1,13.0,3,6.0,2.0,3,3,4,1,14.0,1.0,1.0,0.0,147.28,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1
2147,0,6.0,3,13.0,1.0,3,4,1,0,17.0,0.0,1.0,2.0,143.02,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
2150,0,18.0,3,15.0,3.0,4,3,2,0,13.0,4.0,4.0,12.0,155.93,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
2151,0,25.0,1,5.0,2.0,3,4,8,0,19.0,2.0,4.0,0.0,204.45,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1
2152,0,11.0,3,16.0,3.0,4,3,1,1,14.0,1.0,2.0,7.0,187.4,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0
2154,0,1.0,1,9.0,3.0,3,4,1,0,17.0,0.0,1.0,7.0,176.55,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
2156,0,11.0,3,8.0,2.0,3,4,8,0,16.0,1.0,1.0,0.0,173.51,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1
2157,0,16.0,1,33.0,2.0,3,5,9,0,11.0,1.0,1.0,1.0,208.2,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
2161,0,12.0,1,15.0,3.0,3,4,10,0,15.0,1.0,1.0,3.0,167.82,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
2162,0,9.0,1,24.0,3.0,3,1,3,0,20.0,0.0,1.0,9.0,177.79,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
2164,0,1.0,1,8.0,3.0,4,4,1,0,17.0,0.0,1.0,4.0,132.01,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
2165,0,8.0,3,17.0,2.0,3,1,2,0,11.0,1.0,1.0,2.0,149.68,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
2167,0,7.0,1,8.0,3.0,3,3,3,0,11.0,1.0,1.0,2.0,140.33,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
2168,0,2.0,1,16.0,3.0,3,4,1,0,14.0,0.0,1.0,1.0,132.91,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
2169,0,15.0,1,35.0,2.0,5,1,5,0,19.0,1.0,1.0,0.0,142.72,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
2170,0,2.0,1,14.0,3.0,4,1,2,1,15.0,1.0,1.0,2.0,150.56,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
2174,1,0.0,3,15.0,3.0,3,5,4,1,17.0,0.0,1.0,3.0,182.24,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1
2175,0,14.0,1,18.0,2.0,3,1,4,1,11.0,1.0,1.0,0.0,147.66,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
2177,0,10.0,1,31.0,2.0,4,1,8,0,13.0,1.0,1.0,3.0,157.31,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
2179,0,7.0,3,15.0,3.0,3,3,2,0,20.0,0.0,1.0,3.0,157.14,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
2180,0,8.0,2,14.0,3.0,3,3,2,0,17.0,0.0,1.0,4.0,143.23,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
2181,1,0.0,3,29.0,2.0,4,5,2,0,13.0,1.0,3.0,10.0,173.36,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
2184,0,15.0,3,10.0,2.0,3,5,8,0,13.0,1.0,1.0,5.0,151.55,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
2186,0,0.0,1,30.0,2.0,3,4,9,0,22.0,0.0,1.0,2.0,135.97,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
2188,0,0.0,1,9.0,2.0,1,1,2,0,22.0,1.0,1.0,7.0,144.2,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
2189,0,3.0,3,16.0,3.0,4,3,2,0,18.0,0.0,1.0,4.0,165.78,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
2190,0,13.0,1,32.0,3.0,4,1,4,1,13.0,0.0,1.0,0.0,144.22,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
2191,0,8.0,1,8.0,2.0,4,4,3,0,18.0,2.0,6.0,4.0,202.74,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0
2192,0,7.0,1,7.0,3.0,4,5,1,0,20.0,0.0,4.0,9.0,153.43,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
2194,1,6.0,3,15.0,2.0,5,3,9,0,13.0,0.0,1.0,3.0,153.46,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1
2199,0,18.0,1,13.0,2.0,3,3,5,1,19.0,0.0,1.0,2.0,144.77,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
2200,0,10.0,1,7.0,2.0,4,1,2,0,13.0,0.0,3.0,11.0,164.74,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
2208,0,6.0,2,8.0,3.0,3,3,2,0,13.0,1.0,1.0,4.0,136.0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0
